job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1090,Project Manager,Delhi,Finance,92684-130323,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Temporary,Internship,MCA,BFSI,Sales,0
1091,Work From Home – Earn $5000/week,Remote,Other,131741-299820,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Willing to work independently. No qualifications needed.,Unlimited earning potential,1,0,0,Other,Not Applicable,Unspecified,,Other,1
1092,Data Analyst,Noida,Engineering,51087-94752,Infosys,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,0,0,Full-time,Not Applicable,Bachelor's Degree,Healthcare,Operations,0
1093,Software Engineer,Delhi,Sales,48623-83891,IBM India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,1,0,Part-time,Director,B.Tech,Finance,Finance,0
1094,Bitcoin Trading Expert Needed,Online,Other,50015-173589,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Temporary,Not Applicable,Unspecified,Online,,1
1095,Unlimited Income Opportunity,Anywhere,Sales,114487-254128,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,Fast cash,1,0,0,Part-time,Not Applicable,High School or equivalent,Online,,1
1096,Urgent – Wire Transfer Specialist,Anywhere,,181335-333553,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Other,Not Applicable,High School or equivalent,Other,Other,1
1097,Graphic Designer,Delhi,Product,,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,0,Temporary,Not Applicable,PhD,Information Technology,Marketing,0
1098,Data Analyst,Pune,IT,106756-119738,Wipro,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,1,Temporary,Mid-Senior level,Bachelor's Degree,Education,Marketing,0
1099,HR Specialist,Mumbai,Finance,98274-116543,Oracle India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,1,1,Full-time,Entry level,Master's Degree,Retail,Operations,0
1100,Unlimited Income Opportunity,Work From Home,,52713-314751,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Temporary,Not Applicable,High School or equivalent,,,1
1101,Software Engineer,Delhi,Operations,56476-101443,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Temporary,Not Applicable,PhD,Education,IT,0
1102,Secret Shopper – $500/day,Remote,,186115-360567,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,,1,0,0,Temporary,Not Applicable,,Other,Other,1
1103,Content Writer,Ahmedabad,IT,41219-70705,TCS,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Contract,Mid-Senior level,BCA,Education,Design,0
1104,Graphic Designer,Pune,Design,,Cognizant,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Part-time,Internship,PhD,BFSI,Design,0
1105,Graphic Designer,Bengaluru,Product,81544-121723,HCL Technologies,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Contract,Director,B.Com,BFSI,Human Resources,0
1106,Sales Executive,Delhi,Human Resources,98969-137189,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,0,Part-time,Entry level,MBA,Information Technology,Operations,0
1107,Operations Manager,Ahmedabad,Product,50253-87442,Cognizant,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,0,Contract,Not Applicable,BCA,Manufacturing,Sales,0
