job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,has_company,missing_fields,max_salary,salary_anomaly,has_salary,scam_keyword_count,employment_risk,is_wfh,trust_score,risk_level,Label
1182,DevOps Engineer,Mumbai,Engineering,35284-74605,TCS,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Full-time,Not Applicable,B.Tech,Retail,Human Resources,0,194,134,1,0,74605,0,1,0,0,1,100,Low Risk,Real
1183,UI/UX Designer,Chennai,Design,77749-103315,,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,0,1,Part-time,Entry level,PhD,Education,Human Resources,0,221,134,0,1,103315,0,1,0,1,1,40,Medium Risk,Real
1184,Software Engineer,Ahmedabad,Engineering,50457-87475,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Part-time,Director,B.Tech,Manufacturing,Product,0,275,134,1,0,87475,0,1,0,1,0,95,Low Risk,Real
1185,Content Writer,Delhi,Design,34121-51677,TCS,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Contract,Not Applicable,BCA,BFSI,Engineering,0,164,134,1,0,51677,0,1,0,0,1,100,Low Risk,Real
1186,Online Data Entry – $80/hr,Work From Home,Sales,109084-384384,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Part-time,Not Applicable,Unspecified,,,1,135,53,0,2,384384,1,1,3,1,1,0,High Risk,Fake
1187,Sales Executive,Mumbai,Product,,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,1,1,Full-time,Internship,Master's Degree,Information Technology,Human Resources,0,275,134,1,1,0,0,0,0,0,1,95,Low Risk,Real
1188,Marketing Manager,Chennai,IT,114428-128126,Wipro,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,1,Full-time,Mid-Senior level,Master's Degree,BFSI,Operations,0,221,130,1,0,128126,0,1,0,0,1,100,Low Risk,Real
1189,Online Data Entry – $80/hr,Anywhere,,196652-356976,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Willing to work independently. No qualifications needed.,Weekly payout,1,0,0,Part-time,Not Applicable,Unspecified,Other,Other,1,153,56,0,2,356976,1,1,4,1,1,0,High Risk,Fake
1190,Customer Support Agent,Kolkata,Design,47778-69773,HDFC Bank,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Contract,Internship,BCA,Retail,Engineering,0,194,130,1,0,69773,0,1,0,0,1,100,Low Risk,Real
1191,Online Data Entry – $80/hr,Work From Home,Sales,104446-325295,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,No experience required. Just have a smartphone and internet.,Unlimited earning potential,1,0,0,Temporary,Not Applicable,Unspecified,Online,,1,135,60,1,0,325295,1,1,3,1,1,41,Medium Risk,Fake
1192,DevOps Engineer,Ahmedabad,Engineering,116900-157093,,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,0,0,Contract,Entry level,MBA,BFSI,Product,0,194,130,0,1,157093,0,1,0,0,1,45,Medium Risk,Real
1193,Graphic Designer,Ahmedabad,Marketing,96027-138325,Wipro,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,1,Full-time,Internship,PhD,BFSI,Human Resources,0,194,134,1,1,138325,0,1,0,0,0,95,Low Risk,Real
1194,Envelope Stuffing Job – High Pay,Remote,Other,252993-463115,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Must have PayPal or bank account to receive payments.,Weekly payout,1,0,0,Temporary,Not Applicable,High School or equivalent,Online,,1,156,53,1,0,463115,1,1,1,1,1,57,Medium Risk,Fake
1195,Marketing Manager,Gurgaon,IT,107333-156708,HCL Technologies,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,1,Temporary,Mid-Senior level,B.Tech,Healthcare,Product,0,221,140,1,1,156708,0,1,0,1,1,90,Low Risk,Real
1196,UI/UX Designer,Ahmedabad,IT,58519-106993,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Full-time,Director,BCA,BFSI,Sales,0,194,134,1,0,106993,0,1,0,0,1,100,Low Risk,Real
1197,DevOps Engineer,Chennai,Finance,80639-123685,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,1,1,Part-time,Internship,MCA,Manufacturing,Engineering,0,275,140,1,0,123685,0,1,0,1,1,95,Low Risk,Real
1198,DevOps Engineer,Mumbai,Marketing,,Paytm,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,1,Temporary,Director,MBA,BFSI,IT,0,221,134,1,2,0,0,0,0,1,1,85,Low Risk,Real
1199,Data Analyst,Bengaluru,Engineering,111090-141782,Oracle India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,0,1,Full-time,Internship,MCA,Information Technology,Marketing,0,164,140,1,0,141782,0,1,0,0,0,90,Low Risk,Real
1200,UI/UX Designer,Gurgaon,Engineering,48245-66895,Oracle India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,1,Full-time,Mid-Senior level,PhD,Information Technology,Human Resources,0,164,140,1,1,66895,0,1,0,0,0,95,Low Risk,Real
1201,Marketing Manager,Gurgaon,Engineering,58305-83574,Cognizant,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,0,Part-time,Not Applicable,BCA,BFSI,Operations,0,221,130,1,0,83574,0,1,0,1,0,95,Low Risk,Real
1202,Financial Analyst,Bengaluru,Sales,84055-119127,Oracle India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Temporary,Director,B.Tech,Retail,Human Resources,0,221,130,1,0,119127,0,1,0,1,1,95,Low Risk,Real
1203,Sales Executive,Hyderabad,Sales,69167-99992,Zomato,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,0,Contract,Mid-Senior level,MBA,Manufacturing,Human Resources,0,164,134,1,1,99992,0,1,0,0,1,95,Low Risk,Real
